tj,pers
абҷил,ابجیل
абҷир,ابجیر
абҷир,ابجیل
аёғ,ایاق
аёғ,ایاغ
аёқ,ایاق
аёқ,ایاغ
ақнӯн,کنون
ақнӯн,اکنون
алан,علنی
алан,علن
аланӣ,علن
алафин,علفی
алафин,علفین
алафӣ,علفی
алафӣ,علفین
анбар,عمبر
анбар,عنبر
амбар,عمبر
амбар,عنبر
анбӯр,انبور
анбӯр,انبر
арғанд,ارغنده
арғанд,ارغند
арғанда,ارغنده
арғанда,ارغند
арғӯмақ,ارغوماق
арғӯмақ,ارغومک
арғӯмоқ,ارغوماق
арғӯмоқ,ارغومک
арғӯшт,ارغشتک
арғӯшт,ارغشت
арғӯштақ,ارغشتک
арғӯштақ,ارغشت
арпахон,ارپغان
арпахон,ارپخان
арпағон,ارپغان
арпағон,ارپخان
асалин,عسلی
асалӣ,عسلی
атия,عطیت
атия,عطیه
атият,عطیت
атият,عطیه
атомизм,اتامستیکه
атомистиқа,اتامستیکه
афқанда,افکنده
афғанда,افکنده
афқандан,افگندن
афқандан,افکندن
афғандан,افکندن
афрӯзиш,فروزش
афтодан,افتیدن
афтодан,افتادن
афтидан,افتادن
аҷӯз,عجوز
аҷӯза,عجوز
аҷал,اجل
астар,استر
астар,آستر
ашкӯхидан,اشکوخیدن
ашкӯхидан,آشکوخیدن
аблаҳвор,ابله‌وار
абрешимбоф,بریشم‌باف
абрешимбофӣ,ابریشم‌بافی
абрешимдӯзӣ,ابریشم‌دوزی
абрешимқашӣ,ابریشم‌کشی
авҷғирӣ,اوج‌گیری
адлғӯстар,عدل‌گستر
ақлғаро,عقل‌گرا
ақлғароӣ,عقل‌گرایی
аҷаминажод,عجمی‌نژاد
аҷинабодақ,اجینه‌بادک
адабиётшинос,ادبیات‌شناس
айбпӯш,عیب‌پوش
айбпӯшӣ,عیب‌پوشی
айбҷӯӣ,عیب‌جویی
айнақдор,عینک‌دار
айшафрӯз,عیش‌افروز
айшобод,عیش‌آباد
айшпараст,عیش‌پرست
айшпарастӣ,عیش‌پرستی
айшпарварӣ,عیش‌پروری
ақъақ,عق‌عق
аризанавис,عریضه‌نویس
аризанависӣ,عریضه‌نویسی
аробасозӣ,ارابه‌سازی
аспбандӣ,اسپ‌بندی
асппойӣ,اسپ‌پائی
аспромқӯнӣ,اسپ‌رامکنی
асптоз,اسپ‌تاز
атиқашинос,عتیقه‌شناس
аӯзӯбиллоҳ,اعوذ‌بااالله
афсонапардоз,افسانه‌پرداز
афсонапардозӣ,افسانه‌پردازی
аҳӯромаздо,اهورا‌مذدا
аҷоибӯлмахлӯқот,اجائب‌المخلوقات
ашқпаймо,اشک‌پیما
ашқфишонӣ,اشک‌فشانی
абавайн,ا‌بوین
абадзинда,ابد‌زنده
абадӯлабад,ابد‌الابد
абадӯлобод,ابدال‌آباد
аббосиён,عباس‌یان
аббосия,عباس‌یه
абера,ا‌بیره
абеша,ا‌بیشه
абзордон,ابزار‌دان
абзорсоз,ابزار‌ساز
абзорсозӣ,ابزار‌سازی
абзорфӯрӯш,ابزار‌فروش
абзорфӯрӯшӣ,ابزار‌فروشی
абирафшон,عبیر‌افشان
абиромез,عبیر‌آمیز
абирсиришт,عبیر‌سرشت
абирфишон,عبیر‌فشان
абқам,ا‌بکم
аблақӣ,اب‌لقی
аблақсавор,ابلق‌سوار
абрақӣ,ا‌برقی
абрандӯд,ابر‌ندود
абрбанд,ابر‌بند
абрбандӣ,ابر‌بندی
абрғирифта,ابر‌گرفته
абрдор,ابر‌دار
абрешимин,ابری‌شمین
абрноғӯзар,ابرنا‌گذر
абролӯд,ابر‌آلود
абролӯда,ابر‌آلوده
абрпора,ابر‌پاره
абрпӯш,ا‌برپوش
абрсифат,ابر‌صفت
абртӯда,ابر‌توده
абрӯбориқ,ابرو‌باریک
абрӯдароз,ابرو‌دراز
абрӯқамон,ابر‌وکمان
абрӯқалам,ابر‌وقلم
абрӯпайваст,ابرو‌پیوست
абрӯсиёҳ,ابر‌وسیاه
абрӯфарохӣ,ابرو‌فراخی
абрӯҳилол,ابر‌وهلال
абрӯчинӣ,ابرو‌چینی
абҷадхонӣ,ابجد‌خوانی
авав,او‌او
авасто,او‌ستا
авборидан,او‌باریدن
авбош,او‌باش
авбошӣ,او‌باشی
авбошона,اوباش‌انه
авесто,او‌ستا
авиа,او‌ئه
авқотворӣ,اوقات‌واری
авқотпазӣ,اوقات‌پزی
авқотталх,اوقات‌تلخ
авқотталхӣ,اوقات‌تلخی
авқотхӯрӣ,اوقات‌خوری
авлитар,او‌لیتر
авоил,او‌ائل
авомӯннос,عوام‌الناس
авомфаҳм,عوام‌فهم
авомфиреб,عوام‌فریب
авон,او‌ان
авосиф,ع‌واصف
авранғ,او‌رنگ
аврандидан,اور‌ندیدن
авринғ,او‌رینگ
аврод,او‌راد
авродхонӣ,اوراد‌خوانی
аврӯпоӣ,او‌روپای
авсоф,او‌صاف
авсӯн,او‌سون
автобӯс,اوتا‌بوس
автодром,اوتا‌درام
автоқран,اوتا‌کرن
автомат,اوت‌امت
автоматиқа,اوتام‌تیکه
автоматӣ,اوت‌امتی
автоматонӣ,اوتا‌متانی
автомобилӣ,اوتام‌ابیلی
автон,او‌طان
авфар,او‌فر
авҳом,او‌هام
авҷнавард,اوج‌نورد
авҷпар,اوج‌پر
авҷрав,او‌جرو
ағарчанд,اگر‌چند
ағрарӣ,اگر‌ری
ағреғат,اگری‌گت
ағроном,اگرا‌نام
ағрономия,اگرا‌نامیه
ағрономӣ,اگرا‌نامی
адабдон,ادب‌دان
адабдонӣ,ادب‌دانی
адабдӯст,ادب‌دوست
адабдӯстӣ,ادب‌دوستی
адабиётдӯст,ادبیات‌دوست
адабиётдӯстӣ,ادبیات‌دوستی
адабиётшиносӣ,ادبیات‌شناسی
адабинавис,ادبی‌نویس
адабистон,ا‌دبستان
адабомӯз,ادب‌آموز
адабомӯзӣ,ادب‌آموزی
адабпарвар,ادب‌پرور
адабпарварда,ادب‌پرورده
адабпеша,ادب‌پیشه
адабсанҷ,ادب‌سنج
адабхона,ادب‌خانه
адабчӯб,ادب‌چوب
ададан,عدد‌ا
ададнависӣ,عدد‌نویسی
адажио,اد‌ژیا
адасшақл,عدس‌شکل
адлварз,عدل‌ورز
адлварзӣ,عدل‌ورزی
адлиявӣ,عدل‌یوی
адлпарвар,عدل‌پرور
адлпарварӣ,عدل‌پروری
адлфармо,یعدل‌فرما
адлҷӯ,یع‌دلجو
адлҷӯӣ,ع‌دلجوئی
адмирал,ا‌دمیرل
адмиралӣ,ا‌دمیرلی
адоватноқ,عداوت‌ناک
адолатғоҳ,عدالت‌گاه
адолатғӯстар,عدالت‌گستر
адолатғӯстарӣ,عدالت‌گستری
адолатдӯст,عدالت‌دوست
адолатманд,عدالت‌مند
адолатноқ,عدالت‌ناک
адолатпарвар,عدالت‌پرور
адолатпарварӣ,عدالت‌پروری
адолатпарварона,عدالت‌پرورانه
адолатпеша,عدالت‌پیشه
адолатхона,عدالت‌خانه
адолатхоҳӣ,عدالت‌خواهی
адолатхоҳона,عدالت‌خواهانه
адонашаванда,ادا‌نشونده
адоомез,ادا‌آمیز
адофаҳм,ادا‌فهم
адофаҳмӣ,ادا‌فهمی
адрасбоф,ادرس‌باف
адрасбофӣ,ادرس‌بافی
адрасмон,ا‌درسمان
адраспӯш,ادرس‌پوش
адӯбанд,ع‌دوبند
адӯсӯз,عدو‌سوز
адӯшиқан,عدو‌شکن
аёлманд,عیال‌مند
аёлмандӣ,عیال‌مندی
аёнан,ع‌یانا
аёният,عیان‌یت
аёнтар,عیان‌تر
аёриҷ,ایا‌ریج
аждарғӯн,اژدر‌گون
аждарниҳод,اژدر‌نهاد
аждаҳобора,اژدها‌باره
аждаҳоваш,اژدها‌وش
аждаҳодӯш,اژدها‌دوش
аждаҳоқеш,اژدها‌کیش
аждаҳомонанд,اژدها‌مانند
аждаҳонафс,اژدها‌نفس
аждаҳопайқар,اژدها‌پیکر
аждаҳосар,اژدها‌سر
аждаҳофаш,اژدها‌فش
аждаҳошаванда,اژدها‌شونده
аждаҳошиқор,اژدها‌شکار
аждаҳошиқорӣ,اژدها‌شکاری
ажриқӣ,اژ‌رقی
азалӣ,از‌لی
азбас,از‌بس
азвоҷ,از‌واج
аздастдиҳӣ,ازدست‌دهی
аздиғарсозӣ,از‌دیگرسازی
аздӯсар,از‌دوسر
азероқ,کا‌زیرا
азизӯлвӯҷӯд,عزیز‌الوجود
азиматғар,عزیمت‌گر
азимӯшшаън,عظیم‌الشان
азиятдиҳанда,اذیت‌دهنده
азиятдиҳӣ,اذیت‌دهی
азиятқаш,اذیت‌کش
азқиёъ,از‌کیائ
азқорафтода,از‌کارافتاده
азқорафтодағӣ,از‌کارافتادگی
азмина,از‌منه
азнавсозӣ,از‌نوسازی
азназарғӯзаронӣ,ازنظر‌گذرانی
азобдида,عذاب‌دیده
азобдиҳанда,عذاب‌دهنده
азобдиҳӣ,عذاب‌دهی
азобқада,عذاب‌کده
азобқашида,عذاب‌کشیده
азобқашӣ,عذاب‌کشی
азобовар,عذاب‌آور
азоғирӣ,عزا‌گیری
азозил,عزا‌زیل
азонғӯӣ,اذان‌گوئی
азонихӯдӣ,ازآن‌خودی
азот,از‌ات
азотӣ,از‌اتی
азохон,عزا‌خوان
азохонӣ,عزا‌خوانی
азпоафтода,از‌پاافتاده
азпомонда,ازپا‌مانده
азрақ,از‌رق
азрақӣ,از‌رقی
азрақлибос,ازرق‌لباس
азрақпӯш,ازرق‌پوش
азрақфом,ازرق‌فام
азрақчашм,ازرق‌چشم
азфар,ا‌ذفر
азхӯдқӯнӣ,ازخود‌کنی
азхӯдрафта,ازخود‌رفته
азҳар,از‌هر
айббин,عیب‌بین
айбғир,عیب‌گیر
айбғирӣ,عیب‌گیری
айбғӯзорӣ,عیب‌گذاری
айбғӯй,یعی‌بگو
айбғӯӣ,عیب‌گوئی
айбдон,عیب‌دان
айбдорӣ,عیب‌داری
айбдоршӯда,عیب‌دارشده
айбноқ,عیب‌ناک
айбноқӣ,عیب‌ناکی
айвондор,ایوان‌دار
айғир,ای‌غیر
айдӯн,ای‌دون
айёшона,عیاش‌انه
айнақсоз,عینک‌ساز
айнақсозӣ,عینک‌سازی
айнақфӯрӯш,عینک‌فروش
айнақфӯрӯшӣ,عینک‌فروشی
айнишинос,عینی‌شناس
айнишиносӣ,عینی‌شناسی
айнӯлҳаёт,عین‌الحیات
айнӯляқин,عین‌الیقین
айсар,ای‌سر
айсберғ,ایس‌بیرگ
айфӯда,ای‌فده
айшдӯстӣ,عیش‌دوستی
айшсозӣ,عیش‌سازی
айшхона,عیش‌خانه
айюҳассалот,ایها‌الصلاه
айюҳассоқӣ,ایها‌الساقی
ақадемизм,اکد‌میزم
ақадемиқӣ,اکد‌میکی
ақамӯлло,اکه‌ملا
ақвамарин,اکو‌مرین
ақварел,ا‌کوریل
аққол,الّا‌ک
ақмаҳ,ا‌کمه
ақобирзода,اکابر‌زاده
ақосира,اکا‌سیره
ақробатӣ,اکرا‌بتی
ақсандоз,عکس‌انداز
ақсандозӣ,عکس‌اندازی
ақсариюн,اکثر‌یون
ақсбардор,عکس‌بردار
ақсбардорӣ,عکس‌برداری
ақсбарорӣ,عکس‌براری
ақсғир,عکس‌گیر
ақсғирӣ,عکس‌گیری
ақсдор,عکس‌دار
ақссоз,عکس‌ساز
ақссозӣ,عکس‌سازی
ақсқӯнанда,عکس‌کننده
ақсқӯнонӣ,عکس‌کنانی
ақсӯламал,عکس‌العمل
ақсӯлҳӯҷӯм,عکس‌الهجوم
ақтиний,اکت‌نیی
ақтиния,اکت‌نیه
ақӯшер,اکو‌شیر
ақӯшерӣ,اکو‌شیری
ақдбандӣ,عقد‌بندی
ақдқарда,عقد‌کرده
ақдқардағӣ,عقد‌کردگی
ақибандоз,عقب‌انداز
ақибафтодағӣ,عقب‌افتادگی
ақибғоҳ,عقب‌گاه
ақибқашӣ,عقب‌کشی
ақибмонда,عقب‌مانده
ақибмондағӣ,عقب‌ماندگی
ақибмонӣ,عقب‌مانی
ақибноқӣ,عقب‌ناکی
ақибравӣ,عقب‌روی
ақиқин,عقیقی‌ن
